"comppct_l","comppct_r","comppct_h","compname","compkind","majcompflag","otherph","localphase","slope_l","slope_r","slope_h","slopelenusle_l","slopelenusle_r","slopelenusle_h","runoff","tfact","wei","weg","erocl","earthcovkind1","earthcovkind2","hydricon","hydricrating","drainagecl","elev_l","elev_r","elev_h","aspectccwise","aspectrep","aspectcwise","geomdesc","albedodry_l","albedodry_r","albedodry_h","airtempa_l","airtempa_r","airtempa_h","map_l","map_r","map_h","reannualprecip_l","reannualprecip_r","reannualprecip_h","ffd_l","ffd_r","ffd_h","nirrcapcl","nirrcapscl","nirrcapunit","irrcapcl","irrcapscl","irrcapunit","cropprodindex","constreeshrubgrp","wndbrksuitgrp","rsprod_l","rsprod_r","rsprod_h","foragesuitgrpid","wlgrain","wlgrass","wlherbaceous","wlshrub","wlconiferous","wlhardwood","wlwetplant","wlshallowwat","wlrangeland","wlopenland","wlwoodland","wlwetland","soilslippot","frostact","initsub_l","initsub_r","initsub_h","totalsub_l","totalsub_r","totalsub_h","hydgrp","corcon","corsteel","taxclname","taxorder","taxsuborder","taxgrtgroup","taxsubgrp","taxpartsize","taxpartsizemod","taxceactcl","taxreaction","taxtempcl","taxmoistscl","taxtempregime","soiltaxedition","castorieindex","flecolcomnum","flhe","flphe","flsoilleachpot","flsoirunoffpot","fltemik2use","fltriumph2use","indraingrp","innitrateleachi","misoimgmtgrp","vasoimgtgrp","mukey","cokey"
,1,,"Pacolet","Series","Yes","ERODED",,6.00,8.00,10.00,,,,,2,,"5",,,,,"No","Well drained",61.00,244.00,427.00,,,,,,,,15.00,17.00,19.00,940,1232,1524,,,,190,215,240,"4","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","High","High","Fine, kaolinitic, thermic Typic Kanhapludults","Ultisols","Udults","Kanhapludults","Typic Kanhapludults","fine","not used","not used","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657965","14177681"
,10,,"Appling","Series","Yes","ERODED",,6.00,8.00,10.00,,,,,3,,"5",,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"3","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Moderate","Fine, kaolinitic, thermic Typic Kanhapludults","Ultisols","Udults","Kanhapludults","Typic Kanhapludults","fine","not used","not used","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657965","14177682"
,3,,"Wedowee","Series","Yes",,,10.00,13.00,15.00,,,,,3,,"3",,,,,"No","Well drained",91.00,229.00,366.00,,,,,,,,14.00,16.00,18.00,1067,1245,1422,,,,175,200,225,"4","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","High","Moderate","Fine, kaolinitic, thermic Typic Kanhapludults","Ultisols","Udults","Kanhapludults","Typic Kanhapludults","fine","not used","not used","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657965","14177683"
,1,,"Wickham","Series","Yes",,,2.00,4.00,6.00,,,,,5,,"3",,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"2","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","High","Moderate","Fine-loamy, mixed, semiactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine-loamy","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657965","14177684"
,5,,"Riverview","Series","Yes",,,0.00,1.00,2.00,,,,,5,,"5",,,,,"No","Well drained",30.00,91.00,152.00,,,,,,,,16.00,18.00,20.00,1270,1397,1524,,,,200,215,230,"2","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Low","Fine-loamy, mixed, active, thermic Fluventic Dystrudepts","Inceptisols","Udepts","Dystrudepts","Fluventic Dystrudepts","fine-loamy","not used","active","not used","thermic","Oxyaquic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657965","14177685"
,2,,"Wedowee","Series","Yes","ERODED",,10.00,13.00,15.00,,,,,2,,"5",,,,,"No","Well drained",91.00,229.00,366.00,,,,,,,,14.00,16.00,18.00,1067,1245,1422,,,,175,200,225,"6","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","High","Moderate","Fine, kaolinitic, thermic Typic Kanhapludults","Ultisols","Udults","Kanhapludults","Typic Kanhapludults","fine","not used","not used","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657965","14177686"
,13,,"Cecil","Series","Yes","ERODED",,6.00,8.00,10.00,,,,,3,,"5",,,,,"No","Well drained",61.00,244.00,427.00,,,,,,,,15.00,17.00,18.00,1143,1270,1397,,,,175,188,200,"4","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","High","High","Fine, kaolinitic, thermic Typic Kanhapludults","Ultisols","Udults","Kanhapludults","Typic Kanhapludults","fine","not used","not used","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657965","14177687"
,6,,"Gwinnett","Series","Yes",,,2.00,4.00,6.00,,,,,3,,"3",,,,,"No","Well drained",213.00,290.00,366.00,,,,,,,,15.00,16.00,17.00,1143,1245,1346,,,,195,205,215,"2","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","High","Fine, kaolinitic, thermic Rhodic Kanhapludults","Ultisols","Udults","Kanhapludults","Rhodic Kanhapludults","fine","not used","not used","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657965","14177688"
,95,,"Allen","Series","Yes",,,2.00,9.00,15.00,,,,,5,,,,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"3","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Low","Fine-loamy, siliceous, semiactive, thermic Typic Paleudults","Ultisols","Udults","Paleudults","Typic Paleudults","fine-loamy","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657966","14177689"
,5,,"Chewacla","Series","Yes",,,0.00,1.00,2.00,,,,,5,,"5",,,,,"Yes","Somewhat poorly drained",,,,,,,,,,,,,,,,,,,,,,,"4","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","Moderate","High","Fine-loamy, mixed, active, thermic Fluvaquentic Dystrudepts","Inceptisols","Udepts","Dystrudepts","Fluvaquentic Dystrudepts","fine-loamy","not used","active","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657966","14177690"
,3,,"Chenneby","Series","Yes",,,0.00,1.00,2.00,,,,,5,,"5",,,,,"Yes","Somewhat poorly drained",,,,,,,,,,,,,,,,,,,,,,,"4","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","Moderate","High","Fine-silty, mixed, active, thermic Fluvaquentic Dystrudepts","Inceptisols","Udepts","Dystrudepts","Fluvaquentic Dystrudepts","fine-silty","not used","active","not used","thermic","Aquic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657967","14177691"
,9,,"Riverview","Series","Yes",,,0.00,1.00,2.00,,,,,5,,"5",,,,,"No","Well drained",30.00,91.00,152.00,,,,,,,,16.00,18.00,20.00,1270,1397,1524,,,,200,215,230,"4","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Low","Fine-loamy, mixed, active, thermic Fluventic Dystrudepts","Inceptisols","Udepts","Dystrudepts","Fluventic Dystrudepts","fine-loamy","not used","active","not used","thermic","Oxyaquic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657967","14177692"
,2,,"Tatum","Series","Yes",,,2.00,4.00,6.00,,,,,4,,"3",,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"2","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","High","High","Fine, mixed, semiactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657967","14177693"
,2,,"Allen","Series","Yes",,,6.00,8.00,10.00,,,,,5,,,,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"3","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Low","Fine-loamy, siliceous, semiactive, thermic Typic Paleudults","Ultisols","Udults","Paleudults","Typic Paleudults","fine-loamy","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657967","14177694"
,2,,"Madison","Series","Yes",,,6.00,8.00,10.00,,,,,4,,"5",,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"3","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","High","Fine, kaolinitic, thermic Typic Kanhapludults","Ultisols","Udults","Kanhapludults","Typic Kanhapludults","fine","not used","not used","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657967","14177695"
,33,,"Iredell","Series","Yes",,,2.00,5.00,7.00,,,,,3,"0","8",,,,,"No","Moderately well drained",91.00,130.00,168.00,,,,,,,,15.00,17.00,19.00,940,1232,1524,,,,190,208,225,"7","s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C/D","Low","High","Fine, mixed, active, thermic Oxyaquic Vertic Hapludalfs","Alfisols","Udalfs","Hapludalfs","Oxyaquic Vertic Hapludalfs","fine","not used","active","not used","thermic","Oxyaquic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657967","14177696"
,10,,"Bremo","Series","Yes",,,2.00,7.00,12.00,,,,,2,,"5",,,,,"No","Somewhat excessively drained",,,,,,,,,,,,,,,,,,,,,,,"4","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","Moderate","Low","Loamy-skeletal, mixed, semiactive, mesic Typic Dystrudepts","Inceptisols","Udepts","Dystrudepts","Typic Dystrudepts","loamy-skeletal","not used","semiactive","not used","mesic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657967","14177697"
,3,,"Toccoa","Series","Yes",,,0.00,1.00,2.00,,,,,5,,"5",,,,,"No","Moderately well drained",143.00,300.00,457.00,,,,,,,,16.00,17.00,18.00,1143,1270,1397,,,,180,210,240,"3","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Low","Coarse-loamy, mixed, active, nonacid, thermic Typic Udifluvents","Entisols","Fluvents","Udifluvents","Typic Udifluvents","coarse-loamy","not used","active","nonacid","thermic","Oxyaquic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657967","14177698"
,3,,"Chewacla","Series","Yes",,,0.00,1.00,2.00,,,,,5,,"5",,,,,"Yes","Somewhat poorly drained",,,,,,,,,,,,,,,,,,,,,,,"4","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","Moderate","High","Fine-loamy, mixed, active, thermic Fluvaquentic Dystrudepts","Inceptisols","Udepts","Dystrudepts","Fluvaquentic Dystrudepts","fine-loamy","not used","active","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657967","14177699"
,24,,"Mecklenburg","Series","Yes",,,2.00,5.00,7.00,,,,,4,,"5",,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"2","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","Moderate","High","Fine, mixed, active, thermic Ultic Hapludalfs","Alfisols","Udalfs","Hapludalfs","Ultic Hapludalfs","fine","not used","active","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657967","14177700"
,3,,"Tallapoosa","Series","Yes",,,6.00,11.00,15.00,,,,,1,"0","8",,,,,"No","Well drained",244.00,397.00,549.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,190,205,220,"6","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","High","Low","Loamy, mixed, semiactive, thermic, shallow Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","loamy","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657967","14177701"
,1,,"Tatum","Series","Yes",,,6.00,8.00,10.00,,,,,4,,"3",,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"3","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","High","High","Fine, mixed, semiactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657967","14177702"
,2,,"Allen","Series","Yes",,,2.00,4.00,6.00,,,,,5,,,,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"2","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Low","Fine-loamy, siliceous, semiactive, thermic Typic Paleudults","Ultisols","Udults","Paleudults","Typic Paleudults","fine-loamy","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657967","14177703"
,3,,"Madison","Series","Yes",,,2.00,4.00,6.00,,,,,4,,"5",,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"2","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","High","Fine, kaolinitic, thermic Typic Kanhapludults","Ultisols","Udults","Kanhapludults","Typic Kanhapludults","fine","not used","not used","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657967","14177704"
,10,,"Roanoke","Series","Yes","UNDRAINED",,0.00,1.00,2.00,,,,,4,,"5",,,,,"Yes","Poorly drained",,,,,,,,,,,,,,,,,,,,,,,"5","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D","High","High","Fine, mixed, semiactive, thermic Typic Endoaquults","Ultisols","Aquults","Endoaquults","Typic Endoaquults","fine","not used","semiactive","not used","thermic","Aquic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657968","14177705"
,20,,"Riverview","Series","Yes",,,0.00,1.00,2.00,,,,,5,,"5",,,,,"No","Well drained",30.00,91.00,152.00,,,,,,,,16.00,18.00,20.00,1270,1397,1524,,,,200,215,230,"4","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Low","Fine-loamy, mixed, active, thermic Fluventic Dystrudepts","Inceptisols","Udepts","Dystrudepts","Fluventic Dystrudepts","fine-loamy","not used","active","not used","thermic","Oxyaquic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657968","14177706"
,28,,"Chewacla","Series","Yes",,,0.00,1.00,2.00,,,,,5,,"5",,,,,"Yes","Somewhat poorly drained",,,,,,,,,,,,,,,,,,,,,,,"4","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","Moderate","High","Fine-loamy, mixed, active, thermic Fluvaquentic Dystrudepts","Inceptisols","Udepts","Dystrudepts","Fluvaquentic Dystrudepts","fine-loamy","not used","active","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657968","14177707"
,10,,"Altavista","Series","Yes",,,0.00,2.00,3.00,,,,,5,,"3",,,,,"No","Moderately well drained",,,,,,,,,,,,,,,,,,,,,,,"2","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","Moderate","Moderate","Fine-loamy, mixed, semiactive, thermic Aquic Hapludults","Ultisols","Udults","Hapludults","Aquic Hapludults","fine-loamy","not used","semiactive","not used","thermic","Aquic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657968","14177708"
,8,,"Toccoa","Series","Yes",,,0.00,1.00,2.00,,,,,4,,"3",,,,,"No","Moderately well drained",143.00,300.00,457.00,,,,,,,,16.00,17.00,18.00,1143,1270,1397,,,,180,210,240,"2","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Low","Coarse-loamy, mixed, active, nonacid, thermic Typic Udifluvents","Entisols","Fluvents","Udifluvents","Typic Udifluvents","coarse-loamy","not used","active","nonacid","thermic","Oxyaquic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657968","14177709"
,12,,"Riverview","Series","Yes",,,0.00,1.00,2.00,,,,,5,,"5",,,,,"No","Well drained",30.00,91.00,152.00,,,,,,,,16.00,18.00,20.00,1270,1397,1524,,,,200,215,230,"2","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Low","Fine-loamy, mixed, active, thermic Fluventic Dystrudepts","Inceptisols","Udepts","Dystrudepts","Fluventic Dystrudepts","fine-loamy","not used","active","not used","thermic","Oxyaquic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657968","14177710"
,12,,"State","Series","Yes",,,0.00,1.00,2.00,,,,,5,,"3",,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"2","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","High","Moderate","Fine-loamy, mixed, semiactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine-loamy","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657968","14177711"
,10,,"Louisa","Series","Yes",,,6.00,8.00,10.00,,,,,2,,"3",,,,,"No","Somewhat excessively drained",244.00,305.00,366.00,,,,,,,,16.00,17.00,18.00,1143,1270,1397,,,,220,223,225,"4","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Low","Loamy, micaceous, thermic, shallow Ruptic-Ultic Dystrudepts","Inceptisols","Udepts","Dystrudepts","Ruptic-Ultic Dystrudepts","loamy","not used","not used","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657969","14177712"
,15,,"Davidson","Series","Yes","ERODED",,2.00,4.00,6.00,,,,,5,,"6",,,,,"No","Well drained",152.00,244.00,335.00,,,,,,,,15.00,17.00,18.00,1092,1181,1270,,,,210,220,230,"3","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","High","Fine, kaolinitic, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","fine","not used","not used","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657969","14177713"
,8,,"Cartecay","Series","Yes",,,0.00,1.00,2.00,,,,,5,,"3",,,,,"Yes","Somewhat poorly drained",137.00,236.00,335.00,,,,,,,,16.00,17.00,18.00,1219,1334,1448,,,,215,228,240,"5","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","Moderate","Low","Coarse-loamy, mixed, semiactive, nonacid, thermic Aquic Udifluvents","Entisols","Fluvents","Udifluvents","Aquic Udifluvents","coarse-loamy","not used","semiactive","nonacid","thermic","Aquic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657969","14177714"
,25,,"Davidson","Series","Yes","ERODED",,6.00,8.00,10.00,,,,,5,,"6",,,,,"No","Well drained",152.00,244.00,335.00,,,,,,,,15.00,17.00,18.00,1092,1181,1270,,,,210,220,230,"4","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","High","Fine, kaolinitic, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","fine","not used","not used","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657969","14177715"
,10,,"Wehadkee","Series","Yes","UNDRAINED",,0.00,1.00,2.00,,,,,5,,"3",,,,,"Yes","Poorly drained",,,,,,,,,,,,,,,,,,,,,,,"6","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D","Moderate","High","Fine-loamy, mixed, active, nonacid, thermic Fluvaquentic Endoaquepts","Inceptisols","Aquepts","Endoaquepts","Fluvaquentic Endoaquepts","fine-loamy","not used","active","nonacid","thermic","Aquic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657969","14177716"
,20,,"Davidson","Series","Yes",,,6.00,8.00,10.00,,,,,5,,"6",,,,,"No","Well drained",152.00,244.00,335.00,,,,,,,,15.00,17.00,18.00,1092,1181,1270,,,,210,220,230,"3","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","High","Fine, kaolinitic, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","fine","not used","not used","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657969","14177717"
,7,,"Wilkes","Series","Yes",,,6.00,8.00,10.00,,,,,1,,"5",,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"6","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","Moderate","Moderate","Loamy, mixed, active, thermic, shallow Typic Hapludalfs","Alfisols","Udalfs","Hapludalfs","Typic Hapludalfs","loamy","not used","active","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657969","14177718"
,5,,"Wilkes","Series","Yes",,,10.00,18.00,25.00,,,,,1,"0","8",,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"7","s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","Moderate","Moderate","Loamy, mixed, active, thermic, shallow Typic Hapludalfs","Alfisols","Udalfs","Hapludalfs","Typic Hapludalfs","loamy","not used","active","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657969","14177719"
,12,,"Townley","Series","Yes",,,6.00,8.00,10.00,,,,,2,,"3",,,,,"No","Well drained",183.00,336.00,488.00,,,,,,,,14.00,16.00,18.00,1143,1283,1422,,,,190,200,210,"4","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","High","Moderate","Fine, mixed, semiactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657970","14177720"
,5,,"Nectar","Series","Yes",,,6.00,8.00,10.00,,,,,3,,"3",,,,,"No","Well drained",183.00,366.00,549.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,190,200,210,"3","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","High","Moderate","Fine, kaolinitic, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine","not used","not used","not used","thermic","Udic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657970","14177721"
,3,,"Allen","Series","Yes",,,6.00,8.00,10.00,,,,,5,,,,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"3","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Low","Fine-loamy, siliceous, semiactive, thermic Typic Paleudults","Ultisols","Udults","Paleudults","Typic Paleudults","fine-loamy","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657970","14177722"
,5,,"Roanoke","Series","Yes","DRAINED",,0.00,1.00,2.00,,,,,4,,"5",,,,,"Yes","Poorly drained",,,,,,,,,,,,,,,,,,,,,,,"3","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D","High","High","Fine, mixed, semiactive, thermic Typic Endoaquults","Ultisols","Aquults","Endoaquults","Typic Endoaquults","fine","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657970","14177723"
,1,,"Chewacla","Series","Yes",,,0.00,1.00,2.00,,,,,5,,"5",,,,,"Yes","Somewhat poorly drained",,,,,,,,,,,,,,,,,,,,,,,"4","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","Moderate","High","Fine-loamy, mixed, active, thermic Fluvaquentic Dystrudepts","Inceptisols","Udepts","Dystrudepts","Fluvaquentic Dystrudepts","fine-loamy","not used","active","not used","thermic","Aquic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657970","14177724"
,7,,"Talladega","Series","Yes",,,15.00,30.00,45.00,,,,,2,,"6",,,,,"No","Well drained",183.00,473.00,762.00,,,,,,,,10.00,12.00,14.00,1270,1397,1524,,,,170,190,210,"7","s",,,,,,,,,,,,,,,,,,,,,,,,,"Low",,,,,,,"C","High","Moderate","Loamy-skeletal, mixed, semiactive, mesic Lithic-Ruptic-Entic Hapludults","Ultisols","Udults","Hapludults","Lithic-Ruptic-Entic Hapludults","loamy-skeletal","not used","semiactive","not used","mesic","Typic","mesic","ninth edition",,,,,,,"N/A","N/A",,,,,"657970","14177725"
,21,,"Sunlight","Series","Yes",,,15.00,28.00,40.00,,,,,1,"0","8",,,,,"No","Well drained",122.00,183.00,244.00,,,,,,,,14.00,16.00,17.00,1219,1321,1422,,,,190,200,210,"7","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D","High","Low","Loamy-skeletal, mixed, semiactive, thermic, shallow Inceptic Hapludults","Ultisols","Udults","Hapludults","Inceptic Hapludults","loamy-skeletal","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657970","14177726"
,2,,"Allen","Series","Yes",,,20.00,25.00,30.00,,,,,5,,,,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"6","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Low","Fine-loamy, siliceous, semiactive, thermic Typic Paleudults","Ultisols","Udults","Paleudults","Typic Paleudults","fine-loamy","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657970","14177727"
,3,,"Wickham","Series","Yes",,,2.00,4.00,6.00,,,,,5,,"3",,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"2","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","High","Moderate","Fine-loamy, mixed, semiactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine-loamy","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657970","14177728"
,10,,"Townley","Series","Yes",,,15.00,25.00,35.00,,,,,2,,"3",,,,,"No","Well drained",183.00,336.00,488.00,,,,,,,,14.00,16.00,18.00,1143,1283,1422,,,,190,200,210,"7","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","High","Moderate","Fine, mixed, semiactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657970","14177729"
,3,,"Gorgas","Series","Yes",,,15.00,30.00,45.00,,,,,1,"0","8",,,,,"No","Well drained",183.00,336.00,488.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,190,200,210,"7","s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D","Moderate","Low","Loamy, siliceous, subactive, thermic Lithic Hapludults","Ultisols","Udults","Hapludults","Lithic Hapludults","loamy","not used","subactive","not used","thermic","Udic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657970","14177730"
,5,,"Nectar","Series","Yes",,,2.00,4.00,6.00,,,,,3,,"3",,,,,"No","Well drained",183.00,366.00,549.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,190,200,210,"2","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","High","Moderate","Fine, kaolinitic, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine","not used","not used","not used","thermic","Udic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657970","14177731"
