epoch,loss,mae,val_loss,val_mae
0,0.016334455460309982,0.0674356147646904,0.010904502123594284,0.055716417729854584
1,0.01569480448961258,0.06474308669567108,0.010818555019795895,0.051598213613033295
2,0.015148269012570381,0.06339596956968307,0.010742876678705215,0.04408707842230797
3,0.015150188468396664,0.06231876462697983,0.011023521423339844,0.06121114268898964
4,0.015098691917955875,0.0633992850780487,0.010797028429806232,0.054731786251068115
5,0.014989888295531273,0.06185156852006912,0.01127652171999216,0.06754279881715775
6,0.014987204223871231,0.0626104399561882,0.011330599896609783,0.06906969845294952
7,0.014790463261306286,0.06256642192602158,0.011075323447585106,0.06498673558235168
8,0.014806447550654411,0.06386477500200272,0.010577655397355556,0.04021969065070152
9,0.014709594659507275,0.06127883121371269,0.01094029564410448,0.06266814470291138
10,0.01476423442363739,0.06261757761240005,0.010619085282087326,0.05502605065703392
11,0.014597193337976933,0.06090806797146797,0.011300886049866676,0.07039128988981247
12,0.014530482701957226,0.06227782741189003,0.011080503463745117,0.06733642518520355
13,0.014571437612175941,0.06371480971574783,0.010492589324712753,0.04213503375649452
14,0.014422320760786533,0.06136864796280861,0.010478965006768703,0.04054931551218033
15,0.01447258424013853,0.0624857097864151,0.010481692850589752,0.04067127779126167
16,0.014538210816681385,0.06141240894794464,0.01057296060025692,0.05652017891407013
17,0.014315741136670113,0.06206899508833885,0.010395568795502186,0.044162262231111526
18,0.014200577512383461,0.06134381145238876,0.010437398217618465,0.05416430905461311
19,0.014303099364042282,0.06176307052373886,0.010330851189792156,0.04898502677679062
20,0.014137175865471363,0.06176193058490753,0.010335555300116539,0.039012610912323
21,0.014185585081577301,0.061919327825307846,0.010527255944907665,0.035132598131895065
22,0.014263836666941643,0.06092150881886482,0.01040995866060257,0.05568128824234009
23,0.014123550616204739,0.06112486124038696,0.010289659723639488,0.04396994784474373
24,0.013905373401939869,0.06137807294726372,0.010222571901977062,0.043812669813632965
25,0.013989842496812344,0.061319995671510696,0.010310070589184761,0.05400260165333748
26,0.01394758652895689,0.06175936758518219,0.010456053540110588,0.03506571799516678
27,0.01375687774270773,0.05990087613463402,0.010205624625086784,0.0468914620578289
28,0.013813570141792297,0.06054968386888504,0.010250357910990715,0.055129412561655045
29,0.013895560055971146,0.06057644635438919,0.011883131228387356,0.08086597174406052
30,0.013686045072972775,0.061515383422374725,0.010150311514735222,0.04009497910737991
31,0.013842862099409103,0.06125587224960327,0.010146012529730797,0.037798088043928146
32,0.013566365465521812,0.06021180376410484,0.01012234017252922,0.05267638713121414
33,0.014039374887943268,0.06268153339624405,0.01011529378592968,0.039253827184438705
34,0.01357436552643776,0.06070641428232193,0.009987534955143929,0.04515134543180466
35,0.013656841591000557,0.061043284833431244,0.009980227798223495,0.046087443828582764
36,0.013462410308420658,0.06029508635401726,0.010077068582177162,0.05409570038318634
37,0.013609213754534721,0.061132606118917465,0.009954167529940605,0.04582512378692627
38,0.013533622026443481,0.06093018501996994,0.010122045874595642,0.05647604167461395
39,0.013456734828650951,0.06077728793025017,0.011564801447093487,0.07883283495903015
40,0.013506854884326458,0.06095961481332779,0.009908252395689487,0.043507806956768036
41,0.013254856690764427,0.06063861772418022,0.010231736116111279,0.03705063462257385
42,0.013430585153400898,0.06019412726163864,0.009926865808665752,0.046920448541641235
43,0.012997512705624104,0.05978221446275711,0.010112366639077663,0.05423283576965332
44,0.012985505163669586,0.06051754951477051,0.009832805022597313,0.046313367784023285
45,0.013257799670100212,0.061576958745718,0.010205750353634357,0.03736105561256409
46,0.013214454986155033,0.06107911840081215,0.009820809587836266,0.04759640991687775
47,0.013017573393881321,0.06019467115402222,0.01018806267529726,0.037650272250175476
48,0.012987353838980198,0.060406796634197235,0.00980348326265812,0.04885166510939598
49,0.013002181425690651,0.060378555208444595,0.010244624689221382,0.06177426502108574
50,0.012933293357491493,0.060310784727334976,0.01001607347279787,0.056955642998218536
51,0.012931084260344505,0.061258796602487564,0.009924976155161858,0.03888216242194176
52,0.012947355397045612,0.05978325009346008,0.015122929587960243,0.1066860482096672
53,0.012955979444086552,0.061137303709983826,0.014131885021924973,0.10081508010625839
54,0.012738057412207127,0.06114703044295311,0.010041101835668087,0.03938552364706993
55,0.012634714134037495,0.059770409017801285,0.010029710829257965,0.05836145952343941
56,0.012700153514742851,0.06039413809776306,0.009794279001653194,0.040544696152210236
57,0.012561229057610035,0.060772351920604706,0.010047667659819126,0.03942820429801941
58,0.012689548544585705,0.060738421976566315,0.00975161511451006,0.05020982399582863
59,0.012802771292626858,0.06055621802806854,0.009989886544644833,0.05780485272407532
60,0.01247737929224968,0.059726595878601074,0.01021816860884428,0.06234278157353401
61,0.012349994853138924,0.060537125915288925,0.009640627540647984,0.04747273772954941
